invoice_number,deduction_amount,deduction_date,sku,deducted_qty,standard_customer,deduction_reason,billed_qty,net_price_per_qty,pod_shortage,customer_sign,carrier_sign,subject_to_count,validation_status,invalid_reason,invalid_amount,valid_amount,RCA,warehouse,region
12134,2751.98,1/9/2025,SKU125,38,Target,OSD,39,72.84,2,yes,yes,no,partially invalid,price mismatch,1891.31,860.67,Price Mismatch,WH2,East
11170,3886.18,4/29/2025,SKU127,30,Supervalu,OSD,33,29.13,3,yes,yes,no,valid,,0,3886.18,,WH3,Southwest
11990,1195.04,11/19/2024,SKU136,21,Target,OSD,23,45.34,1,yes,yes,no,invalid,price mismatch,1195.04,0,Price Mismatch,WH4,West
13746,3208.35,1/13/2025,SKU140,30,BJ's,OSD,35,49.05,5,yes,yes,no,invalid,load sequencing,3208.35,0,Load Sequencing,WH4,South
12678,2119.14,9/7/2024,SKU125,40,Meijer,OSD,42,70.18,1,yes,yes,no,valid,,0,2119.14,,WH4,Northeast
13032,3476.52,2/9/2025,SKU129,6,BJ's,OSD,10,77.35,3,yes,yes,no,partially invalid,order split,559.05,2917.47,Order Split,WH3,East
12539,4900.35,1/7/2025,SKU135,33,Walmart,OSD,34,79.4,3,yes,yes,no,invalid,load sequencing,4900.35,0,Load Sequencing,WH1,East
12988,3214.89,5/17/2025,SKU115,42,BJ's,OSD,43,12.81,0,yes,yes,no,invalid,unit_of_measurement,3214.89,0,Unit of Measurement,WH3,West
13280,1453.62,1/25/2025,SKU140,7,Target,OSD,11,56.23,1,yes,yes,no,invalid,load sequencing,1453.62,0,Load Sequencing,WH3,West
12104,53.55,7/20/2024,SKU149,18,Target,OSD,21,33.71,3,yes,yes,no,valid,,0,53.55,,WH4,Northeast
14634,140.39,12/23/2024,SKU144,15,Costco,OSD,17,91.41,5,yes,yes,no,valid,,0,140.39,,WH2,Northeast
10407,2514.16,8/7/2024,SKU120,22,Dollar General,OSD,23,38.06,5,yes,yes,no,partially invalid,order split,2007.79,506.37,Order Split,WH2,Southwest
12009,4701.89,2/20/2025,SKU112,37,Costco,OSD,42,36.16,3,yes,yes,no,partially invalid,combined shipment,1105.74,3596.15,Combined Shipment,WH3,East
14024,1875.26,2/13/2025,SKU129,14,Target,OSD,14,88.67,0,yes,yes,no,invalid,unit_of_measurement,1875.26,0,Unit of Measurement,WH4,West
10544,4725.38,9/4/2024,SKU123,15,Amazon,OSD,16,21.55,3,yes,yes,no,valid,,0,4725.38,,WH1,Northeast
14853,2550.78,8/26/2024,SKU149,34,Dollar General,OSD,38,23.05,3,yes,yes,no,invalid,product substitution,2550.78,0,Product Substitution,WH4,Southeast
11392,2640.34,1/30/2025,SKU109,5,Walmart,OSD,6,48.64,4,yes,yes,no,partially invalid,order split,818.82,1821.52,Order Split,WH3,East
11602,1162.38,11/20/2024,SKU117,46,Target,OSD,49,50.8,0,yes,yes,no,valid,,0,1162.38,,WH1,Southeast
14839,2757.64,3/28/2025,SKU134,4,Meijer,OSD,8,50.7,0,yes,yes,no,partially invalid,price mismatch,1031.05,1726.59,Price Mismatch,WH1,Northwest
11457,3404.72,7/17/2024,SKU120,24,Target,OSD,24,83.01,1,yes,yes,no,invalid,load sequencing,3404.72,0,Load Sequencing,WH2,South
11950,3077.5,8/18/2024,SKU126,30,Dollar General,OSD,32,41.95,5,yes,yes,no,partially invalid,price mismatch,1001.36,2076.14,Price Mismatch,WH4,Southwest
11811,857.65,4/24/2025,SKU130,11,Costco,OSD,13,64.34,0,yes,yes,no,valid,,0,857.65,,WH3,Southeast
13274,422.92,10/24/2024,SKU139,12,Walmart,OSD,12,61.68,2,yes,yes,no,partially invalid,product substitution,72.72,350.2,Product Substitution,WH4,Northeast
13427,2932.49,3/7/2025,SKU100,21,Costco,OSD,25,44.45,3,yes,yes,no,valid,,0,2932.49,,WH3,Southeast
13774,3196.53,2/19/2025,SKU130,23,Kroger,OSD,28,49.71,3,yes,yes,no,invalid,combined shipment,3196.53,0,Combined Shipment,WH1,East
14006,4716.03,6/23/2025,SKU120,3,BJ's,OSD,7,14.48,3,yes,yes,no,valid,,0,4716.03,,WH2,Southwest
12375,1293.77,4/26/2025,SKU126,8,Walmart,OSD,8,71.23,3,yes,yes,no,partially invalid,price mismatch,177.45,1116.32,Price Mismatch,WH3,South
14141,498.92,3/3/2025,SKU105,45,Kroger,OSD,46,38.82,3,yes,yes,no,valid,,0,498.92,,WH2,Northwest
14918,4119,10/9/2024,SKU142,11,Dollar General,OSD,14,53.69,5,yes,yes,no,valid,,0,4119,,WH1,Northeast
10108,3153.25,11/27/2024,SKU105,9,Kroger,OSD,11,87.95,5,yes,yes,no,invalid,combined shipment,3153.25,0,Combined Shipment,WH2,Midwest
12811,2078.92,11/19/2024,SKU143,30,BJ's,OSD,34,40.16,4,yes,yes,no,valid,,0,2078.92,,WH3,South
11484,2552.29,9/22/2024,SKU145,37,BJ's,OSD,39,19.81,4,yes,yes,no,invalid,combined shipment,2552.29,0,Combined Shipment,WH2,West
10153,3211.01,2/5/2025,SKU102,10,Dollar General,OSD,14,53.41,0,yes,yes,no,valid,,0,3211.01,,WH4,Midwest
11627,991.14,1/23/2025,SKU146,46,Walmart,OSD,46,75.77,2,yes,yes,no,invalid,product substitution,991.14,0,Product Substitution,WH2,East
13192,802.48,2/14/2025,SKU102,44,Dollar General,OSD,47,89.9,1,yes,yes,no,valid,,0,802.48,,WH3,West
10268,2593.81,12/13/2024,SKU133,38,Dollar General,OSD,39,54.86,5,yes,yes,no,valid,,0,2593.81,,WH3,Northwest
12677,3644.47,8/30/2024,SKU119,38,Dollar General,OSD,39,89.17,4,yes,yes,no,valid,,0,3644.47,,WH2,South
14747,2810.85,12/14/2024,SKU144,25,Costco,OSD,25,98.31,3,yes,yes,no,valid,,0,2810.85,,WH3,Midwest
13598,1251.99,11/15/2024,SKU149,39,Dollar General,OSD,44,29.25,2,yes,yes,no,valid,,0,1251.99,,WH1,Northwest
13843,1666.66,7/14/2024,SKU122,21,Meijer,OSD,25,56.1,1,yes,yes,no,invalid,product substitution,1666.66,0,Product Substitution,WH2,Northwest
11686,2514.94,3/19/2025,SKU121,14,Amazon,OSD,18,92.7,4,yes,yes,no,partially invalid,order split,2200,314.94,Order Split,WH1,Northwest
11662,59.85,6/24/2025,SKU117,13,Target,OSD,15,34.47,2,yes,yes,no,valid,,0,59.85,,WH3,South
14625,2869.62,6/9/2025,SKU116,26,Target,OSD,31,43.34,1,yes,yes,no,valid,,0,2869.62,,WH1,South
12905,2310.23,9/23/2024,SKU147,22,Meijer,OSD,22,54.2,5,yes,yes,no,invalid,unit_of_measurement,2310.23,0,Unit of Measurement,WH1,Southeast
10698,3729.94,5/10/2025,SKU147,37,Amazon,OSD,41,14.89,5,yes,yes,no,valid,,0,3729.94,,WH3,South
14102,3320.57,8/21/2024,SKU135,50,Kroger,OSD,54,56.81,2,yes,yes,no,partially invalid,product substitution,785.28,2535.29,Product Substitution,WH3,West
13465,4016.32,9/5/2024,SKU142,15,Walmart,OSD,19,75.95,0,yes,yes,no,valid,,0,4016.32,,WH3,South
13618,2609.79,12/21/2024,SKU116,46,Amazon,OSD,51,91.76,0,yes,yes,no,valid,,0,2609.79,,WH2,Midwest
14346,139.37,6/25/2025,SKU100,5,Meijer,OSD,7,11.83,4,yes,yes,no,invalid,price mismatch,139.37,0,Price Mismatch,WH3,East
11528,387.4,12/18/2024,SKU140,25,Supervalu,OSD,26,76.36,1,yes,yes,no,partially invalid,unit_of_measurement,209.86,177.54,Unit of Measurement,WH1,Southwest
14263,138.08,1/30/2025,SKU104,18,Amazon,OSD,19,44.69,0,yes,yes,no,valid,,0,138.08,,WH4,Southwest
12897,4985.68,3/30/2025,SKU116,45,Costco,OSD,45,68.47,2,yes,yes,no,valid,,0,4985.68,,WH1,East
11036,4979.81,7/9/2024,SKU120,19,Costco,OSD,20,37.72,1,yes,yes,no,partially invalid,unit_of_measurement,2393.14,2586.67,Unit of Measurement,WH1,Northeast
11707,331.5,8/24/2024,SKU116,50,Amazon,OSD,54,38.59,1,yes,yes,no,valid,,0,331.5,,WH2,Midwest
12614,3621.63,1/18/2025,SKU132,49,Kroger,OSD,50,35.86,5,yes,yes,no,partially invalid,combined shipment,2398.95,1222.68,Combined Shipment,WH1,Northwest
12989,2829.99,2/9/2025,SKU150,24,BJ's,OSD,27,47.45,2,yes,yes,no,invalid,order split,2829.99,0,Order Split,WH1,Southeast
12554,910.25,2/22/2025,SKU125,7,Dollar General,OSD,9,34.31,5,yes,yes,no,valid,,0,910.25,,WH3,Midwest
10631,2489.73,10/2/2024,SKU101,8,Amazon,OSD,9,32.4,0,yes,yes,no,invalid,order split,2489.73,0,Order Split,WH4,West
13265,989.67,6/29/2025,SKU147,41,Costco,OSD,43,93.04,5,yes,yes,no,invalid,price mismatch,989.67,0,Price Mismatch,WH2,Northwest
13669,2802.47,1/4/2025,SKU147,49,Walmart,OSD,53,92.66,4,yes,yes,no,invalid,unit_of_measurement,2802.47,0,Unit of Measurement,WH2,South
12254,2709.51,5/18/2025,SKU111,16,Target,OSD,21,26.7,1,yes,yes,no,valid,,0,2709.51,,WH4,Southeast
14202,2865.9,3/15/2025,SKU139,3,Supervalu,OSD,6,92.21,1,yes,yes,no,partially invalid,load sequencing,1375.86,1490.04,Load Sequencing,WH1,Southeast
13367,1251.52,2/15/2025,SKU107,40,Costco,OSD,45,36.58,1,yes,yes,no,valid,,0,1251.52,,WH4,Northeast
12076,3759.53,6/18/2025,SKU120,21,Dollar General,OSD,25,81.78,5,yes,yes,no,invalid,load sequencing,3759.53,0,Load Sequencing,WH3,Midwest
12510,98.45,11/24/2024,SKU120,23,Supervalu,OSD,24,73.01,0,yes,yes,no,valid,,0,98.45,,WH4,East
13753,3537.64,7/11/2024,SKU113,48,BJ's,OSD,50,76.61,5,yes,yes,no,valid,,0,3537.64,,WH2,East
11964,4212.15,6/10/2025,SKU115,2,Supervalu,OSD,6,59.85,4,yes,yes,no,invalid,price mismatch,4212.15,0,Price Mismatch,WH4,Southeast
12915,4558.35,7/3/2024,SKU100,1,Meijer,OSD,4,63.02,3,yes,yes,no,partially invalid,unit_of_measurement,1507.18,3051.17,Unit of Measurement,WH1,East
11011,2325.64,12/7/2024,SKU147,8,Walmart,OSD,10,34.34,2,yes,yes,no,valid,,0,2325.64,,WH3,East
14096,2053.34,8/30/2024,SKU128,42,Costco,OSD,46,21.63,4,yes,yes,no,valid,,0,2053.34,,WH1,Southeast
13819,2976.59,3/12/2025,SKU139,13,Dollar General,OSD,16,84.95,5,yes,yes,no,valid,,0,2976.59,,WH2,Northwest
11717,2577.18,11/20/2024,SKU138,31,Kroger,OSD,35,22.98,2,yes,yes,no,invalid,product substitution,2577.18,0,Product Substitution,WH3,East
10210,3609.94,7/22/2024,SKU110,50,Target,OSD,53,67.26,0,yes,yes,no,valid,,0,3609.94,,WH2,Northwest
14098,1750.62,1/5/2025,SKU128,27,Amazon,OSD,28,48.69,0,yes,yes,no,valid,,0,1750.62,,WH3,South
10773,757.54,12/20/2024,SKU123,23,Target,OSD,25,96.93,0,yes,yes,no,invalid,product substitution,757.54,0,Product Substitution,WH3,Southeast
14421,62.65,8/6/2024,SKU117,16,Dollar General,OSD,16,39.8,0,yes,yes,no,valid,,0,62.65,,WH2,Northwest
11085,3006.05,4/16/2025,SKU104,44,Walmart,OSD,49,19.3,0,yes,yes,no,partially invalid,load sequencing,1886.07,1119.98,Load Sequencing,WH2,Midwest
14147,3881.05,12/7/2024,SKU123,30,Costco,OSD,34,25.12,4,yes,yes,no,partially invalid,price mismatch,3261.74,619.31,Price Mismatch,WH1,East
12280,2260.15,5/6/2025,SKU108,31,Costco,OSD,35,97.86,5,yes,yes,no,invalid,price mismatch,2260.15,0,Price Mismatch,WH4,Southeast
14772,764.01,5/30/2025,SKU138,4,Target,OSD,5,91.28,5,yes,yes,no,valid,,0,764.01,,WH4,Northeast
14357,1619.35,1/20/2025,SKU100,42,Kroger,OSD,43,53.59,1,yes,yes,no,valid,,0,1619.35,,WH1,East
12824,4454.51,3/27/2025,SKU124,4,BJ's,OSD,7,33.8,0,yes,yes,no,valid,,0,4454.51,,WH3,South
14009,993.61,8/6/2024,SKU136,24,Amazon,OSD,27,12,2,yes,yes,no,partially invalid,combined shipment,114.63,878.98,Combined Shipment,WH2,Southwest
14688,602.57,5/13/2025,SKU114,7,Costco,OSD,10,64.55,0,yes,yes,no,valid,,0,602.57,,WH4,Midwest
11838,3853.99,1/6/2025,SKU108,9,BJ's,OSD,11,61.9,5,yes,yes,no,invalid,price mismatch,3853.99,0,Price Mismatch,WH2,South
10245,3908.63,1/7/2025,SKU136,12,BJ's,OSD,16,50.97,5,yes,yes,no,valid,,0,3908.63,,WH4,Southwest
10803,2095.04,12/27/2024,SKU108,41,Costco,OSD,44,74.62,4,yes,yes,no,invalid,order split,2095.04,0,Order Split,WH1,Northwest
11800,4406.53,7/13/2024,SKU117,5,Meijer,OSD,7,41.57,0,yes,yes,no,partially invalid,price mismatch,3957.89,448.64,Price Mismatch,WH4,Northwest
13446,3759.97,3/30/2025,SKU111,37,Dollar General,OSD,38,99.77,4,yes,yes,no,partially invalid,price mismatch,2242.28,1517.69,Price Mismatch,WH3,Southwest
14593,3660.78,3/4/2025,SKU128,29,Kroger,OSD,30,49.97,5,yes,yes,no,partially invalid,load sequencing,3271.35,389.43,Load Sequencing,WH2,East
12509,1283.2,6/9/2025,SKU114,5,Walmart,OSD,5,62.8,1,yes,yes,no,partially invalid,load sequencing,685.52,597.68,Load Sequencing,WH2,Southwest
10098,2488.87,5/23/2025,SKU131,36,Walmart,OSD,38,38.61,5,yes,yes,no,partially invalid,order split,2112.43,376.44,Order Split,WH2,Midwest
13633,2179.64,1/25/2025,SKU109,12,Meijer,OSD,12,93.44,0,yes,yes,no,valid,,0,2179.64,,WH3,South
11241,3213.08,5/12/2025,SKU136,40,Kroger,OSD,40,31.27,5,yes,yes,no,invalid,product substitution,3213.08,0,Product Substitution,WH2,Northwest
13172,3300.74,3/20/2025,SKU139,13,Target,OSD,18,34.04,3,yes,yes,no,invalid,order split,3300.74,0,Order Split,WH2,Northeast
10805,4438.88,1/1/2025,SKU133,17,Target,OSD,21,25.26,3,yes,yes,no,partially invalid,unit_of_measurement,3154.99,1283.89,Unit of Measurement,WH4,East
11939,271.7,7/4/2024,SKU143,13,Supervalu,OSD,16,76.08,5,yes,yes,no,valid,,0,271.7,,WH2,Northeast
13181,1285.68,2/26/2025,SKU127,7,Kroger,OSD,7,53.44,4,yes,yes,no,invalid,price mismatch,1285.68,0,Price Mismatch,WH4,Southwest
12252,2798.91,8/29/2024,SKU112,43,Walmart,OSD,44,36.69,0,yes,yes,no,partially invalid,load sequencing,573.59,2225.32,Load Sequencing,WH4,West
14266,188.66,1/19/2025,SKU150,38,Supervalu,OSD,41,28.1,1,yes,yes,no,invalid,unit_of_measurement,188.66,0,Unit of Measurement,WH1,Northeast
13079,4421.51,7/16/2024,SKU129,34,Walmart,OSD,39,40.19,4,yes,yes,no,valid,,0,4421.51,,WH3,Southwest
12948,4503.38,3/30/2025,SKU112,2,BJ's,OSD,4,71.85,5,yes,yes,no,valid,,0,4503.38,,WH2,Northwest
10270,4609.75,7/29/2024,SKU144,2,Kroger,OSD,6,10.43,0,yes,yes,no,invalid,combined shipment,4609.75,0,Combined Shipment,WH2,Northeast
11482,1166.73,6/24/2025,SKU148,28,Meijer,OSD,28,54.94,5,yes,yes,no,valid,,0,1166.73,,WH2,West
10807,3997.71,7/9/2024,SKU114,23,Target,OSD,28,48.74,1,yes,yes,no,partially invalid,product substitution,2987.19,1010.52,Product Substitution,WH4,Northwest
13497,398,12/20/2024,SKU108,20,Supervalu,OSD,20,99.12,2,yes,yes,no,valid,,0,398,,WH3,East
13065,4973.85,7/15/2024,SKU131,14,Dollar General,OSD,17,27.07,5,yes,yes,no,invalid,combined shipment,4973.85,0,Combined Shipment,WH3,Midwest
12601,352.16,4/4/2025,SKU109,17,Meijer,OSD,19,12.76,4,yes,yes,no,valid,,0,352.16,,WH3,East
11639,4316.31,4/18/2025,SKU134,2,Target,OSD,3,97.19,4,yes,yes,no,partially invalid,combined shipment,3727.18,589.13,Combined Shipment,WH3,Southeast
14718,520.55,5/20/2025,SKU116,44,Amazon,OSD,49,45.48,4,yes,yes,no,partially invalid,unit_of_measurement,85.44,435.11,Unit of Measurement,WH3,East
14620,3831.79,11/27/2024,SKU136,25,Meijer,OSD,27,13.93,4,yes,yes,no,invalid,load sequencing,3831.79,0,Load Sequencing,WH2,Southwest
12326,3019.57,10/27/2024,SKU126,10,Walmart,OSD,10,99.26,0,yes,yes,no,invalid,unit_of_measurement,3019.57,0,Unit of Measurement,WH3,Midwest
10002,528.5,3/31/2025,SKU113,39,Dollar General,OSD,42,66.33,5,yes,yes,no,valid,,0,528.5,,WH4,West
13326,1562.11,11/9/2024,SKU129,18,Meijer,OSD,22,42.32,5,yes,yes,no,partially invalid,order split,448.11,1114,Order Split,WH1,West
12339,4149.63,3/4/2025,SKU111,39,Dollar General,OSD,44,53.65,3,yes,yes,no,valid,,0,4149.63,,WH3,Northwest
14861,1006.67,8/31/2024,SKU145,21,Dollar General,OSD,22,83.42,4,yes,yes,no,partially invalid,unit_of_measurement,839.23,167.44,Unit of Measurement,WH1,Southeast
12130,4003.1,2/1/2025,SKU116,37,BJ's,OSD,41,98.53,3,yes,yes,no,partially invalid,unit_of_measurement,3233.7,769.4,Unit of Measurement,WH1,West
12599,4320.7,8/25/2024,SKU101,49,Dollar General,OSD,53,38.37,5,yes,yes,no,invalid,order split,4320.7,0,Order Split,WH1,Northeast
11895,266.6,7/9/2024,SKU107,48,Costco,OSD,52,44.56,0,yes,yes,no,valid,,0,266.6,,WH4,Southeast
13615,3184.71,8/12/2024,SKU133,44,Supervalu,OSD,44,53.84,5,yes,yes,no,valid,,0,3184.71,,WH1,South
14364,1964.83,12/5/2024,SKU148,44,Amazon,OSD,49,42.36,2,yes,yes,no,partially invalid,price mismatch,1078.49,886.34,Price Mismatch,WH4,Midwest
10098,842.36,5/23/2025,SKU118,7,Amazon,OSD,11,22.9,5,yes,yes,no,invalid,price mismatch,842.36,0,Price Mismatch,WH4,Northwest
10974,2874.99,4/9/2025,SKU117,30,Target,OSD,35,63.84,0,yes,yes,no,invalid,load sequencing,2874.99,0,Load Sequencing,WH1,Northwest
14419,782.32,12/16/2024,SKU133,33,Walmart,OSD,36,54.38,1,yes,yes,no,valid,,0,782.32,,WH1,Northwest
12985,3556.23,8/9/2024,SKU131,12,Costco,OSD,17,89.97,5,yes,yes,no,partially invalid,unit_of_measurement,2652.73,903.5,Unit of Measurement,WH1,Northeast
13401,330.7,10/31/2024,SKU135,25,BJ's,OSD,29,45.05,5,yes,yes,no,invalid,order split,330.7,0,Order Split,WH1,Southeast
10289,1480.83,4/20/2025,SKU110,36,Amazon,OSD,38,96.11,0,yes,yes,no,invalid,unit_of_measurement,1480.83,0,Unit of Measurement,WH4,West
11749,1668.07,6/7/2025,SKU112,40,Costco,OSD,44,55.25,3,yes,yes,no,partially invalid,load sequencing,329.66,1338.41,Load Sequencing,WH3,South
13304,2631.36,2/6/2025,SKU111,32,Walmart,OSD,32,48.35,4,yes,yes,no,invalid,price mismatch,2631.36,0,Price Mismatch,WH3,South
11240,685.29,4/13/2025,SKU148,7,Walmart,OSD,11,93.84,3,yes,yes,no,valid,,0,685.29,,WH4,East
10105,3607.95,7/18/2024,SKU140,2,Walmart,OSD,3,61.45,2,yes,yes,no,valid,,0,3607.95,,WH3,West
10845,972.65,6/16/2025,SKU126,44,Meijer,OSD,44,77.03,4,yes,yes,no,valid,,0,972.65,,WH4,Northwest
10150,4126.56,9/27/2024,SKU120,6,Kroger,OSD,6,35.84,3,yes,yes,no,partially invalid,price mismatch,3069.71,1056.85,Price Mismatch,WH4,Midwest
13989,4048.94,11/23/2024,SKU110,49,Meijer,OSD,50,85.67,0,yes,yes,no,valid,,0,4048.94,,WH3,West
10505,3434.26,7/28/2024,SKU114,26,Kroger,OSD,28,53.75,5,yes,yes,no,valid,,0,3434.26,,WH1,Midwest
12536,4279.41,1/13/2025,SKU104,14,Amazon,OSD,15,14.7,4,yes,yes,no,valid,,0,4279.41,,WH4,Northwest
10075,2899.57,9/11/2024,SKU118,24,Amazon,OSD,24,16.13,1,yes,yes,no,valid,,0,2899.57,,WH1,Southwest
10923,3221.5,7/24/2024,SKU122,3,Walmart,OSD,6,22.09,1,yes,yes,no,valid,,0,3221.5,,WH4,Northwest
12665,2075.36,9/29/2024,SKU128,27,Dollar General,OSD,27,79.72,1,yes,yes,no,valid,,0,2075.36,,WH2,Northwest
13640,3344.34,1/15/2025,SKU131,36,Kroger,OSD,39,70.28,3,yes,yes,no,partially invalid,price mismatch,2419.71,924.63,Price Mismatch,WH3,East
11681,1167.57,3/27/2025,SKU142,46,Supervalu,OSD,48,35.61,1,yes,yes,no,invalid,price mismatch,1167.57,0,Price Mismatch,WH2,Midwest
12447,766.85,5/23/2025,SKU104,30,Walmart,OSD,32,19.46,2,yes,yes,no,partially invalid,price mismatch,299.74,467.11,Price Mismatch,WH2,East
10780,277.17,2/18/2025,SKU120,23,Meijer,OSD,24,89.38,0,yes,yes,no,invalid,product substitution,277.17,0,Product Substitution,WH2,Northeast
12503,572.66,4/12/2025,SKU146,18,Meijer,OSD,22,53.01,1,yes,yes,no,partially invalid,unit_of_measurement,499.42,73.24,Unit of Measurement,WH3,Northwest
13294,4795.89,1/31/2025,SKU102,40,Supervalu,OSD,42,44.97,4,yes,yes,no,valid,,0,4795.89,,WH3,Northeast
13802,2966.49,2/17/2025,SKU130,26,Meijer,OSD,26,30.26,4,yes,yes,no,partially invalid,combined shipment,614.93,2351.56,Combined Shipment,WH3,East
11440,3626.47,4/23/2025,SKU110,49,Amazon,OSD,50,30.98,1,yes,yes,no,partially invalid,unit_of_measurement,2022.36,1604.11,Unit of Measurement,WH1,East
10203,1674.82,9/14/2024,SKU113,2,Dollar General,OSD,6,15.81,3,yes,yes,no,valid,,0,1674.82,,WH1,West
14996,1069.19,10/1/2024,SKU135,17,Dollar General,OSD,21,78.01,1,yes,yes,no,valid,,0,1069.19,,WH2,West
10125,1529.44,7/13/2024,SKU120,29,Meijer,OSD,31,40.85,5,yes,yes,no,invalid,price mismatch,1529.44,0,Price Mismatch,WH2,Southeast
12255,865.79,3/16/2025,SKU128,7,Dollar General,OSD,11,11.21,0,yes,yes,no,invalid,unit_of_measurement,865.79,0,Unit of Measurement,WH1,Northeast
10655,73.22,8/11/2024,SKU126,5,BJ's,OSD,8,40.16,1,yes,yes,no,invalid,combined shipment,73.22,0,Combined Shipment,WH2,East
13018,3075.75,1/26/2025,SKU121,30,Target,OSD,31,72.54,4,yes,yes,no,partially invalid,product substitution,2282.5,793.25,Product Substitution,WH3,Northwest
14495,2451.78,9/8/2024,SKU116,7,BJ's,OSD,11,45,4,yes,yes,no,partially invalid,combined shipment,1576.76,875.02,Combined Shipment,WH1,South
10380,2815.76,5/17/2025,SKU127,21,Amazon,OSD,21,95.54,1,yes,yes,no,invalid,product substitution,2815.76,0,Product Substitution,WH1,Southeast
12503,2194.87,4/12/2025,SKU113,7,Amazon,OSD,7,46.14,5,yes,yes,no,partially invalid,load sequencing,937.86,1257.01,Load Sequencing,WH1,West
10624,3282.31,5/26/2025,SKU112,24,Meijer,OSD,28,29.81,0,yes,yes,no,partially invalid,price mismatch,2546.16,736.15,Price Mismatch,WH2,West
14194,3789.42,5/3/2025,SKU127,42,Amazon,OSD,44,20.49,0,yes,yes,no,valid,,0,3789.42,,WH3,East
11328,2839.67,4/19/2025,SKU115,41,Walmart,OSD,41,17.17,4,yes,yes,no,invalid,load sequencing,2839.67,0,Load Sequencing,WH3,Southwest
10176,4690.81,2/25/2025,SKU109,28,Costco,OSD,28,95.64,2,yes,yes,no,partially invalid,load sequencing,3089.98,1600.83,Load Sequencing,WH1,Midwest
10327,4500.33,12/22/2024,SKU128,37,Dollar General,OSD,38,31.29,2,yes,yes,no,partially invalid,combined shipment,873.25,3627.08,Combined Shipment,WH4,Southeast
12386,1713.89,3/25/2025,SKU125,47,Costco,OSD,51,81.71,3,yes,yes,no,valid,,0,1713.89,,WH1,South
12582,1299.55,3/13/2025,SKU135,8,Supervalu,OSD,11,18.85,0,yes,yes,no,valid,,0,1299.55,,WH3,South
14561,73.99,4/18/2025,SKU106,39,Walmart,OSD,41,98.72,1,yes,yes,no,valid,,0,73.99,,WH3,Southwest
13279,393.67,7/9/2024,SKU101,17,Meijer,OSD,22,75.19,4,yes,yes,no,valid,,0,393.67,,WH1,Southwest
11782,3739.69,3/22/2025,SKU149,48,Target,OSD,51,24.78,3,yes,yes,no,partially invalid,price mismatch,1058.91,2680.78,Price Mismatch,WH2,Southeast
11436,644.58,1/12/2025,SKU108,11,Supervalu,OSD,12,50.25,5,yes,yes,no,partially invalid,load sequencing,159.54,485.04,Load Sequencing,WH2,Midwest
14640,991.41,9/10/2024,SKU127,18,Kroger,OSD,23,10.1,3,yes,yes,no,invalid,product substitution,991.41,0,Product Substitution,WH3,South
13539,2170.12,4/2/2025,SKU147,27,Walmart,OSD,29,64.34,0,yes,yes,no,valid,,0,2170.12,,WH1,South
13578,4928.6,2/17/2025,SKU120,24,Costco,OSD,26,77.74,0,yes,yes,no,partially invalid,product substitution,820.77,4107.83,Product Substitution,WH2,West
14708,413.42,12/13/2024,SKU107,2,Amazon,OSD,3,88.51,0,yes,yes,no,valid,,0,413.42,,WH2,Northwest
10589,2851.16,8/23/2024,SKU124,1,Kroger,OSD,2,63.98,4,yes,yes,no,partially invalid,price mismatch,1213.9,1637.26,Price Mismatch,WH4,Northeast
10679,4027.7,3/27/2025,SKU125,6,Kroger,OSD,7,14.93,3,yes,yes,no,valid,,0,4027.7,,WH3,Midwest
10721,3632.4,1/22/2025,SKU115,7,Costco,OSD,11,52.26,2,yes,yes,no,valid,,0,3632.4,,WH1,Northwest
10126,4820.59,5/7/2025,SKU125,27,Kroger,OSD,32,24.43,5,yes,yes,no,invalid,unit_of_measurement,4820.59,0,Unit of Measurement,WH1,Northwest
10078,2111.95,11/24/2024,SKU147,48,Target,OSD,51,78.46,3,yes,yes,no,invalid,load sequencing,2111.95,0,Load Sequencing,WH1,Southeast
11588,3900.81,12/16/2024,SKU121,42,Kroger,OSD,46,82.66,1,yes,yes,no,partially invalid,unit_of_measurement,2906,994.81,Unit of Measurement,WH1,Southwest
13653,4427.96,12/2/2024,SKU147,9,Supervalu,OSD,10,41.63,3,yes,yes,no,partially invalid,unit_of_measurement,3467.75,960.21,Unit of Measurement,WH3,West
11495,3717.58,1/7/2025,SKU124,38,Meijer,OSD,40,74.13,0,yes,yes,no,valid,,0,3717.58,,WH1,South
13235,1067.74,5/7/2025,SKU131,40,Dollar General,OSD,40,46.96,1,yes,yes,no,invalid,combined shipment,1067.74,0,Combined Shipment,WH2,South
10740,2419.77,1/12/2025,SKU150,16,Target,OSD,16,73.96,5,yes,yes,no,invalid,price mismatch,2419.77,0,Price Mismatch,WH3,Northeast
14438,2368.93,7/13/2024,SKU147,2,BJ's,OSD,3,65.46,1,yes,yes,no,invalid,order split,2368.93,0,Order Split,WH3,Northwest
10593,3225.5,3/30/2025,SKU139,49,Kroger,OSD,51,68.1,1,yes,yes,no,invalid,order split,3225.5,0,Order Split,WH2,West
14748,1119.98,8/7/2024,SKU146,18,Amazon,OSD,22,86.32,5,yes,yes,no,valid,,0,1119.98,,WH4,Southeast
11430,4341.07,11/29/2024,SKU104,36,Kroger,OSD,39,18.96,4,yes,yes,no,valid,,0,4341.07,,WH3,South
